Composite_Element_REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate
cg22468803	0.0224329169035398	ANKRD12	18	9136381
cg22469141	0.00930613798220783	MIR639;TECR	19	14640373
cg22469841	0.00847123595525612	FSTL1	3	120169368
cg22470827	0.013565865904933	CHMP2B	3	87276743
cg22471346	0.0117332100243728	NA	NA	0
cg22472290	0.395423994912015	ZNF577	19	52391480
cg22473095	0.0163621989885499	RBBP9	20	18477967
cg22473973	0.0166343597541894	BNIP3	10	133794911
cg22474507	0.013759077979663	TECPR2;CINP	14	102829872
cg22475430	0.01909979441725	ATN1	12	7033563
cg22476084	0.0355174252260471	NA	NA	0
cg22476251	0.837310566278512	PPEF2	4	76823701
cg22476295	0.0264150627166664	PDGFA	7	559000
cg22477592	0.00948844258199574	ATM;NPAT	11	108093921
cg22477971	0.188877793204646	C1QB	1	22984594
cg22478328	0.0156674602920503	C22orf24;YWHAH	22	32340140
cg22478614	0.874069070480536	NA	NA	0
cg22479947	0.0193910409988773	CARS	11	3078624
cg22482381	0.00827722035362238	MGEA5	10	103578053
cg22484793	0.910852533525167	TLR9	3	52261325
cg22484980	NA	TPCN2	11	68815449
cg22485810	NA	ADAP2	17	29248725
cg22487322	0.689339564791457	IL20RA	6	137366322
cg22490255	0.0254944120177818	TSPAN31	12	58138949
cg22492020	0.16651768460732	TIPIN	15	66648688
cg22492966	0.0330028291448608	JMJD1C	10	65028929
cg22493172	0.01435945850231	POU6F1	12	51611826
cg22494492	0.0155489995163777	SUPT5H	19	39936032
cg22495120	0.83191144888328	FMR1NB	X	147063094
cg22495124	0.934326938900707	CACNG5	17	64873528
cg22495162	0.0263416567368265	LSM6	4	147096787
cg22496254	NA	NCAPG;DCAF16	4	17811165
cg22496652	0.849286587295917	NA	NA	0
cg22496683	0.956562428557285	RBM46	4	155702610
cg22496859	0.0186193559270219	BRF1	14	105766987
cg22497867	0.805469621039666	MAGEA4	X	151081296
cg22498251	0.109203696384183	TWIST1	7	19157710
cg22498840	0.0287833985424612	MCART1	9	37903528
cg22499237	0.0332858626536897	PDPK1	16	2587546
cg22499964	0.0259860984244661	EGLN2	19	41304369
cg22500004	0.616989706661562	DIRAS3	1	68516272
cg22501393	0.0298715006667304	ALKBH6	19	36505311
cg22502171	0.782454699936298	GNRH1	8	25281609
cg22502502	0.0362899920451277	TRIM38	6	25962567
cg22505977	NA	SLC36A2	5	150727459
cg22506059	0.395762228952126	CARD10	22	37916157
cg22506453	0.901537323332357	KRT39	17	39122753
cg22510412	0.847861369997838	BLCAP;NNAT	20	36149121
cg22510822	0.842577321758757	NA	NA	0
cg22510943	0.130644278782048	LMNB2	19	2456368
cg22511262	0.0164688385942072	WT1	11	32455192
cg22511633	NA	TBL2	7	72993507
cg22511947	0.0500845436226586	FN1	2	216301558
cg22512531	0.897855544658346	CRTAM	11	122709551
cg22517351	0.0284305197195131	GLT25D1	19	17666898
cg22518733	NA	CCL3	17	34417575
cg22520471	0.0274331246332006	DDX42;CCDC47	17	61851767
cg22521310	0.0261231789748885	SERTAD2	2	64881850
cg22524267	0.00525925935021063	STX18	4	4543474
cg22524514	0.0247283661690998	CST6	11	65779676
cg22527345	0.056864879346841	CCDC71	3	49203910
cg22527415	0.057955153426232	EDC3	15	74988357
cg22529861	0.0259543857128883	GALNTL4	11	11643697
cg22532997	0.0719506194977681	LRRC16A	6	25279002
cg22533573	0.0129736427592687	WT1	11	32452771
cg22534509	0.110987269305393	GPR81	12	123215119
cg22534599	0.00650186770734047	NA	NA	0
cg22536398	0.011375761204815	NTN3	16	2521659
cg22539738	NA	KIAA1704;NUFIP1	13	45562280
cg22541143	0.0968082754126436	HELQ;MRPS18C	4	84377292
cg22543128	0.905146042335979	NA	NA	0
cg22543648	0.803101360894844	GATA1	X	48644610
cg22544376	0.0136960970363253	DGUOK	2	74154016
cg22545356	0.702414093854862	MMRN2	10	88716659
cg22546318	0.0148121759783276	ATP5G2	12	54070378
cg22549408	NA	PMAIP1	18	57566300
cg22552168	0.0731886719979452	BMP1	8	22023391
cg22552669	0.0323230656965931	FAM89B;SSSCA1	11	65338422
cg22552684	0.0112758757039689	C7orf25	7	42951784
cg22552966	0.812088730842883	SLC47A2	17	19620595
cg22555495	0.549285883705666	SNRPN;SNURF	15	25201224
cg22557067	0.0457823370930729	NA	NA	0
cg22559669	0.0223596892160597	TSPAN5	4	99580121
cg22560190	0.0421609452873525	CNTN1	12	41086198
cg22562335	0.839291564999863	XAGE5	X	52841633
cg22563182	0.0078514929804888	HSD11B1L;C19orf70	19	5680756
cg22563697	0.82986521386565	PPP1R16A	8	145722190
cg22563815	0.429902666980836	CHRNA5	15	78856949
cg22566906	0.712153205926492	GRASP	12	52399713
cg22568540	0.963596896438458	NCRNA00181;A1BG	19	58864846
cg22568695	0.850140868108161	KIAA1468	18	59888119
cg22571217	0.0291548939767964	DAPK1	9	90112519
cg22571530	0.0135204257095453	NFASC	1	204797929
cg22572159	0.0287543587585159	NGF	1	115880646
cg22572214	0.0300539596737688	SLC33A1	3	155572542
cg22572779	NA	C6orf218	6	10434761
cg22573917	0.0753885024679226	WNT1	12	49371628
cg22575540	0.584678889695957	TRIM54	2	27505625
cg22577136	0.0384036672858874	IKBKE	1	206644165
cg22578204	0.0132454084831426	NA	NA	0
cg22578610	NA		11	65336227
cg22579849	0.0162207021010436	DCTN3	9	34620091
cg22580173	0.0143404347151172	THBS1	15	39873304
cg22580353	0.267391464415304	PVR	19	45146900
cg22580372	0.0135210807157023	TMEM177	2	120436899
cg22580512	0.145030307408034	NCOR2	12	125002474
cg22580905	0.0155678078778608	TIMELESS	12	56843287
cg22582569	0.0493257071666259	PPP2R1B	11	111636425
cg22584138	0.224609623352116	SLC6A4	17	28562220
cg22584335	0.0535065645378351	ZNF512	2	27806067
cg22585269	0.113726254546977	CHEK2;HSCB	22	29137759
cg22585988	0.265387331141271	PVRL4	1	161059327
cg22586527	0.545949887937843	NA	NA	0
cg22587514	0.0187877885807052	MRPS2;C9orf116	9	138392051
cg22587758	NA	SAA4	11	18258323
cg22591065	0.0285672997682745	OBFC2B	12	56618214
cg22593486	0.990979406873117	NA	NA	0
cg22593785	0.0250856432946185	C1RL;LOC283314	12	7261970
cg22594309	0.0125205938476077	SYT2	1	202679504
cg22598028	0.0120269834287504	ZNF660	3	44626492
cg22598563	0.0736518109472623	P4HA2	5	131563921
cg22598744	0.826212155828188	MLANA	9	5890866
cg22601215	0.214061011824712	GSPT2	X	51486845
cg22601917	NA	H6PD	1	9294274
cg22603964	0.0370566991378896	MAN2A1	5	109024897
cg22605063	0.0123776831736495	DBN1	5	176899801
cg22605342	0.0123457765993787	RSL1D1	16	11944985
cg22605643	0.201770808719256	RGS4	1	163039012
cg22606062	0.0252474005014896	CCNI	4	77996244
cg22606869	0.00977869395081316	TUBA1C	12	49658703
cg22607339	NA	MPL	1	43803159
cg22609068	0.0116403990942595	C16orf67	16	31711784
cg22609576	0.0177630027093929	SPG20	13	36920662
cg22609784	0.905807154408553	MSX1	4	4863678
cg22610305	0.0182731188864359	CHRAC1	8	141521720
cg22613010	0.0167218856813882	CLCN2	3	184079172
cg22614355	0.0158829030950738	HTR6	1	19991237
cg22617367	0.459179048514507	NKRF	X	118740614
cg22619018	0.0524677064267824	CSMD1	8	4852624
cg22619563	0.0187699400171108	EPHA3	3	89156830
cg22620680	0.0665823558637008	SEC22A	3	122920514
cg22621695	NA	DYRK2	12	68042799
cg22621736	0.0126489516921183	FADD	11	70049468
cg22622495	0.0196473282193962	CDC7	1	91966418
cg22622686	0.0107467924638369	NA	NA	0
cg22623062	0.019756174515861	TP53I11	11	44972293
cg22624926	0.0247860143634417	PSMA6	14	35761401
cg22625415	0.0534509602799945	ITGA1;PELO	5	52084413
cg22627427	0.758215015047588	C11orf9;DKFZP434K028	11	61522498
cg22627950	0.00927100173488099	TMED4	7	44622302
cg22628694	0.947590000845289	ZNF329	19	58663362
cg22628840	0.0181687641455707	PNO1;WDR92	2	68384458
cg22628873	0.156782174252017	GGT6	17	4464400
cg22628926	NA	SLC25A11;RNF167	17	4844700
cg22630160	0.0249818236320945	HIST1H3B;HIST1H2AB	6	26033475
cg22630748	0.255732260473579	INHBE	12	57848870
cg22631642	0.0085746653678744	NA	NA	0
cg22631938	0.288689369820955	EIF4E3;GPR27	3	71802420
cg22632663	0.0566392389854665	RNF41	12	56615932
cg22633722	0.0202219278696526	CBS	21	44496743
cg22634689	0.015277740572052	TMEM121	14	105993363
cg22635155	0.0214094298702051	PDE2A	11	72385075
cg22636253	0.0103664605346625	SSRP1	11	57102965
cg22637507	0.0143809513762066	ALKBH3	11	43902407
cg22637834	0.865595431103699	AKT3	1	244007281
cg22637941	NA	WISP1	8	134203841
cg22638542	0.807496318445448	SEC22C	3	42624573
cg22639768	0.0113240073671141	FAM13C	10	61122535
cg22640452	0.0135532379154129	NR1D1	17	38256967
cg22642718	NA	KCNJ12	17	21318837
cg22643217	0.238999653788475	KRTAP11-1	21	32253964
cg22646528	0.0193760663331813	DTNA	18	32073466
cg22646710	NA	SYT6	1	114696798
cg22646937	NA	KCNMB1;KCNIP1	5	169816792
cg22647018	0.907950477496359	AGT	1	230849519
cg22647507	0.873387354929105	NA	NA	0
cg22650146	0.0262561290505634	DUSP10	1	221915355
cg22654935	NA	WDR88	19	33621645
cg22655224	0.0164100011892152	MT3	16	56623448
cg22657536	0.0300694955801484	EDC3	15	74988951
cg22658979	0.936042032927204	MMP13	11	102826469
cg22658985	0.00415809013067573	DCAF12	9	34126662
cg22659356	0.0154505827000601	STK39	2	169104591
cg22659426	0.0082950434869582	CLN3	16	28503060
cg22660544	0.0211210739503407	RPS11;SNORD35B	19	49999765
cg22660578	0.0255077770612057	LHX1	17	35294029
cg22663080	NA	GCLM	1	94375517
cg22663117	0.0386851516436256	MRPL12	17	79670454
cg22665276	0.0133146511531969	ZNF85	19	21106120
cg22667787	NA	APTX	9	33001657
cg22668533	0.0104493187193495	SMC4;IFT80	3	160117570
cg22670329	0.580664183831652	CXCL6	4	74702075
cg22670349	0.00697012932312511	CCNYL1	2	208576197
cg22670733	NA	CHRNA3	15	78914284
cg22671726	0.00702621760657516	EGLN2	19	41305423
cg22672790	0.317234966686686	GABRA6	5	161112787
cg22674717	0.0129011338815677	SALL1	16	51185394
cg22675150	0.840073469993296	TUBA3C	13	19755900
cg22677246	0.00936072176271985	COTL1	16	84651094
cg22678136	0.83960258860656	SNRPN	15	25093521
cg22679003	0.0160357743228743	CDH2	18	25756510
cg22679120	NA	SNX8	7	2353402
cg22680204	0.233309051151248	CRMP1	4	5895098
cg22680812	NA	EPB42	15	43512998
cg22681784	0.501583166231305	SPINK2	4	57687546
cg22682953	0.0116301192066456	PTPN11	12	112857226
cg22685251	NA	MAP3K4	6	161413652
cg22685463	0.0695500916792875	ZBTB4;POLR2A	17	7387363
cg22686523	0.751090790418519	FLJ25006	17	26940926
cg22688260	0.0079438787445969	OXNAD1;DPH3	3	16306809
cg22689690	0.0249849549670725	ADCY6	12	49183468
cg22691736	0.102402742956729	MTRF1	13	41837995
cg22692158	0.938120692443251	PRB4	12	11463844
cg22699062	0.0493195995972527	LOC253724;HSP90B1	12	104324366
cg22699362	NA		2	118775427
cg22700017	0.0133819429947039	ECE2;CAMK2N2	3	183979894
cg22704775	0.0101539557390384	MIR611;C11orf10;FEN1	11	61560126
cg22705225	0.130702534204371		5	31640216
cg22705929	0.125909535203144	YPEL4	11	57417974
cg22705954	0.404101335211653	NR0B1	X	30327819
cg22708853	0.0347641913269436	FLT3LG	19	49977670
cg22708914	0.0294160979306793	SH2D4A	8	19170890
cg22709192	0.0805692212792351	HOXC11	12	54366909
cg22710329	0.0181316785228098	ANUBL1	10	46168446
cg22716127	0.0221532928318623	SMAP1	6	71377855
cg22717127	0.0193889415553475	NA	NA	0
cg22718139	0.692440873316601	HMGCS2	1	120311439
cg22719586	0.0110790732984216	NDOR1;TMEM203	9	140099722
cg22719623	0.117674344032437	OPRM1	6	154360732
cg22721186	0.00769376459878996	ATAD2	8	124408918
cg22721827	0.147391265722319	NTN3	16	2520958
cg22722454	NA	CNDP1	18	72201178
cg22722802	0.0231983596367604	MPV17L	16	15489542
cg22722822	0.0234430415235685	CHIC2	4	54931066
cg22723026	0.0132092215839396	RNASE4;ANG	14	21152452
cg22724153	NA	SPAM1	7	123565925
cg22726338	NA	AKNAD1	1	109400450
cg22727416	0.01879027977702	ADAM10	15	59041689
cg22728790	0.0179160718251232	PIN1	19	9945653
cg22730004	0.246361010495306	SPTA1	1	158656718
cg22730042	NA	U2AF1	21	44528293
cg22730357	0.0099707852179355	PTPN4	2	120517546
cg22730560	0.460031080690815	NA	NA	0
cg22730830	0.427638430508387	PRSS21	16	2867434
cg22731373	0.140980422725463	PCYT1B	X	24665296
cg22732515	0.0471106812020035	ETHE1	19	44031385
cg22732672	0.0125730868905006	AURKA;CSTF1	20	54967037
cg22733478	0.00767801346298908	GPRIN1	5	176036806
cg22734085	0.0126485796594687	C4orf38;WWC2	4	184020261
cg22734315	0.00886695402293954	ATMIN	16	81069742
cg22734480	0.0169495173244578	ABHD8	19	17414346
cg22736107	0.0162987043969772	PSMB4	1	151371972
cg22736323	0.0353207909944441	PDGFRA	4	55095529
cg22736354	0.0390039922121357	NHLRC1	6	18122719
cg22737001	NA	RUNX3	1	25257029
cg22740783	0.0294999287854265	CGREF1	2	27341458
cg22740835	0.19157529702315	DDR2	1	162602559
cg22744680	0.0236344269636056	KREMEN2	16	3014898
cg22745747	0.842588735364888	BMX	X	15519107
cg22747092	0.0266324299825236	NACC2	9	138987818
cg22748452	0.212586306196915	SRXN1	20	634604
cg22748573	0.0134459570039343	CITED4	1	41327924
cg22748850	0.0261861641319322	CDC25C	5	137667638
cg22750254	0.0150930843017015	CCDC3	10	13043421
cg22751696	0.027344486076793	C3orf14	3	62305147
cg22752533	0.519416493424952	SLC12A5	20	44657948
cg22753607	0.0261619016355329	ZCCHC7	9	37120306
cg22753768	0.0589137030328935	BAP1;PHF7	3	52443424
cg22757447	0.0106331706883248	IMPACT	18	22006316
cg22759185	0.550411432821259	REEP6	19	1492038
cg22759686	0.022050969589843	ARSD	X	2847113
cg22760576	0.0259058245448588	EYA3	1	28415004
cg22762180	0.0165809613940865	PERP	6	138428894
cg22762309	0.912448071558445	OTUD6A	X	69282103
cg22762951	0.021535265419175	NVL	1	224518104
cg22763181	0.0214894490695934	YY1	14	100705159
cg22764338	0.0955357505124159	PCDH1	5	141257604
cg22764341	0.0270019837678054	ATP10D	4	47487088
cg22764925	0.0996937651598678	GGT1	22	24979964
cg22766145	0.0284262484294702	BHLHE22	8	65492528
cg22767079	0.0129093943044932	KDELC1;BIVM	13	103451338
cg22767466	0.894690884357351	NA	NA	0
cg22767735	0.0157690033875089	ALDH3A2	17	19551663
cg22769406	NA	COX6B1	19	36139594
cg22771603	0.0226886259290565	HSPA4	5	132387301
cg22772698	NA	ZBP1	20	56195991
cg22772878	0.102363816007402	DIRAS1	19	2721800
cg22774012	0.0181278843769056	MRPS18C;HELQ	4	84376821
cg22774127	0.0120651040966956	COX10	17	13972928
cg22774472	0.043384387929288	COL5A2	2	190044636
cg22775000	0.0238754030069378	TMEFF1	9	103235181
cg22775896	0.0141160981307742	GM2A	5	150632248
cg22776578	0.0294470777763495	CPLX2	5	175223497
cg22777952	0.0417510679679677	FOXB1	15	60296425
cg22778145	NA	CLK4	5	178054469
cg22778180	0.0312983616335584	C12orf47;MAPKAPK5	12	112280887
cg22778947	0.17156963976124	NA	NA	0
cg22778981	0.0697450455206784	ERBB2	17	37856133
cg22780428	0.0488506164445297	CEPT1;DRAM2	1	111682262
cg22780475	0.247208550609299	CBLC	19	45281526
cg22781236	0.0230888032672198	UBL3	13	30424171
cg22781397	0.00653425079691846	CDK2;SILV	12	56360787
cg22782492	NA	VHL	3	10184007
cg22783258	NA	LMO7	13	76194082
cg22783363	0.027280020344043	TNFRSF10D	8	23021553
cg22784047	0.831699346351263	PRRT2	16	29824542
cg22788223	0.0126966965351385	NFYA;C6orf130	6	41040659
cg22789545	NA	C20orf114	20	31871352
cg22791453	0.019209843072191	ASS1	9	133319899
cg22792432	0.00701921563109626	ROCK1	18	18691067
cg22792910	0.306464922496528	ANXA4	2	70009351
cg22792938	0.029721641171387	AGFG1	2	228337242
cg22793458	0.01608248509513	ZBTB11;LOC100009676	3	101395525
cg22794078	0.0197466051869694	C15orf44	15	65904012
cg22796458	0.0301278378643946	UBQLN4	1	156022836
cg22797169	0.287037381397518	IL1RL2	2	102803407
cg22797991	0.0872473029692759	ATP10A	15	26108801
cg22799132	0.726048363275446	TRPC5;ZCCHC16	X	111325495
cg22799321	0.0180507808797404	TFPI2	7	93519621
cg22799850	0.0443035832595121	ARMC10;FBXL13	7	102714871
cg22799917	0.0187568197589622	YWHAB	20	43514951
cg22800191	0.0214543903548046	HPS3	3	148847598
cg22800631	0.105731711938975	TRRAP	7	98476628
cg22801690	NA	DAO	12	109274241
cg22802439	0.894853641738287	UPK1A	19	36157825
cg22802739	0.0388651317012053	DBF4;SLC25A40	7	87505101
cg22805308	0.662660139887121	PLEKHG5	1	6579915
cg22805517	0.0104800567982483	C7orf25	7	42951105
cg22805632	0.797908324059878	KRT10;TMEM99	17	38978827
cg22807551	0.0475820870490015	MTUS1	8	17659378
cg22807700	NA	DNTTIP2	1	94345672
cg22807823	0.0872749419562118	HNRNPK;RMI1	9	86594226
cg22808175	0.0159918488828245	PHOSPHO1	17	47308389
cg22809047	0.0813317063583168	RPL31	2	101618261
cg22812892	0.0166406820287308	IDE	10	94333586
cg22813220	0.0143832909584524	C1orf83;TMEM59	1	54519286
cg22814247	0.0146269796564392	SIRT2;NFKBIB	19	39390451
cg22814929	0.0925467279020238	BTN2A1	6	26458213
cg22815110	0.118240790312435	FOXD3	1	63788933
cg22815214	0.0788269046781873	CACNA1S	1	201083145
cg22815534	NA	CECR4;CECR5	22	17646263
cg22816171	0.0318780439575128	DDX50	10	70660920
cg22820108	0.113914482872979	NCOR2	12	125003218
cg22821324	0.0145865654807465	GPM6A	4	176923439
cg22821606	0.0268598175510706	C11orf67;RSF1	11	77532200
cg22821834	0.0111556618332509	GPR135	14	59931541
cg22821930	0.0562166659771181	RBM39	20	34330085
cg22825487	NA	VNN3	6	133055183
cg22825979	0.0290701087087649	TRIM13;DLEU2	13	50571203
cg22826936	0.0144517903382035	ULK2	17	19770443
cg22827290	0.0150476413774441	ORAI3	16	30960753
cg22827524	NA	FAM177B	1	222910746
cg22827640	0.0101555527644764	HPCAL4	1	40157125
cg22828602	0.59701663975495	CADPS2;RNF133	7	122338579
cg22828804	0.0104644880696164	UBOX5;FASTKD5	20	3140466
cg22830590	0.033365196476731	CIR1;SCRN3	2	175260396
cg22830895	0.0740916604760269	CRYGN	7	151137476
cg22831263	0.0210288511544883	SPG11	15	44955512
cg22831514	NA	HSD17B11	4	88312706
cg22832044	0.0942632977569795	CDH1	16	68771999
cg22833027	NA	CHRD	3	184098790
cg22833175	0.267504806031037	WBP11;C12orf60	12	14957520
cg22833292	0.0146205109969105	RPS6KA4	11	64126806
cg22835805	0.702736712230043	NA	NA	0
cg22836132	0.87551542649045	NA	NA	0
cg22836153	0.0298456877330916	LOX	5	121412702
cg22836229	0.0440597166864905	EFCAB1	8	49647717
cg22836370	0.0418459821006159	MBD2	18	51751085
cg22836470	0.322655569060445	TMEM119	12	108991777
cg22837289	0.0198701288241282	ITFG2	12	2921745
cg22838674	0.00777928115110124	PROSC	8	37619818
cg22841169	0.0276671985443857	YPEL5	2	30369455
cg22842233	0.2452017939594	UPK1B	3	118892068
cg22843446	0.0193844742356478	ASAM	11	123066252
cg22844623	0.657620510003154	GJC2;GUK1	1	228336130
cg22845362	0.0140683046819749	ANAPC4	4	25378974
cg22851319	0.0245905694115227	NA	NA	0
cg22853986	0.0256558925995584	TRMT12	8	125463310
cg22854223	NA	CD82	11	44586505
cg22854546	0.018524547695593	WDR33	2	128568196
cg22855405	0.129818829161099	TINAGL1	1	32042037
cg22857604	NA	RASSF5	1	206730695
cg22857957	0.0736783244991454	FMO5	1	146697082
cg22858288	0.920544795015281	SLC22A18	11	2930322
cg22858308	0.976695448424016	HIVEP2	6	143095613
cg22858728	0.24685468681238	MPP1	X	154034149
cg22858861	0.0163291331669631	ATP5A1;HAUS1	18	43684144
cg22861316	0.934280070230389	FABP6	5	159656660
cg22862656	0.515034359583358	SCGB2A2	11	62037659
cg22863122	0.0101277942208926	DUSP7	3	52090142
cg22864416	0.0177074191034395	CCNJ	10	97803525
cg22867063	0.0224487086282357	ZNF214;NLRP14	11	7041549
cg22870256	0.0167337839755021	FDFT1	8	11660209
cg22870280	0.875424179728166	BCL2L10	15	52404029
cg22873668	0.385674100585723	CXorf56	X	118699347
cg22873892	NA	GALK2;COPS2	15	49447651
cg22874046	0.00821553125317392	ICAM1	19	10381763
cg22874560	0.0171744504790308	TMEM217;TBC1D22B	6	37225361
cg22874695	0.0180389964950353	C8orf40;SLC20A2	8	42397328
cg22874960	0.0471787036755903	NDE1;KIAA0430	16	15737314
cg22875391	0.931096923764216	TPRG1	3	188889999
cg22876908	0.166813023568835	DGKA	12	56325149
cg22878324	0.007113004777815	PURB	7	44925316
cg22879289	NA		1	236237743
cg22879515	0.0254116726273367	MIR34B;BTG4;MIR34C	11	111383515
cg22880820	0.0781443517809124	C9orf100	9	35665522
cg22881914	0.468102446413134	NID2	14	52536147
cg22882178	0.00721889708924186	PITX3	10	104001226
cg22884082	NA	C6orf162;GJB7	6	88039023
cg22885821	0.00673672813704422	GNAS	20	57465921
cg22885965	0.0963715629818619	QRSL1;RTN4IP1	6	107077115
cg22886005	0.03197428560691	ILKAP	2	239112570
cg22886089	0.0286369619635468	SCG3	15	51973591
cg22889448	0.0929865581121262	EMR1	19	6886962
cg22889570	0.015023382868324	ZNF596;RPL23AP53	8	182684
cg22892110	0.0743088189314533	MAPK15	8	144798631
cg22892237	0.0277631879996503	DPY19L3	19	32895911
cg22892904	0.0890572979384257	CBX2	17	77751089
cg22898761	0.722931893125716	NA	NA	0
cg22899145	0.983984191330664	NA	NA	0
cg22901146	0.810069092532953	GUCY2F	X	108725107
cg22901840	0.715931699578378	DIRAS3	1	68512777
cg22902083	0.056977365600255	CNN2	19	1026642
cg22903365	0.0212735121231713	KLHL28;FAM179B	14	45431297
cg22903370	NA	IDH3G;SSR4	X	153058860
cg22905097	0.015609442139108	EPSTI1	13	43566401
cg22905968	0.0346903487165341	SERTAD1	19	40931262
cg22906389	0.00566460859839451	CASP7	10	115438910
cg22907065	0.0417285651971194	RHOA;TCTA	3	49449503
cg22908581	0.171224605813167	CD4	12	6898975
cg22909609	0.758937379559181	ITGBL1	13	102105440
cg22909962	0.0103452291655344	RPL7L1	6	42847910
cg22913584	0.00990301635883315	SSBP2	5	81046758
cg22915732	0.0546572655364253	CLVS1	8	62200518
cg22916109	0.00955425717832094	IREB2	15	78730334
cg22917082	0.015811106224236	CXorf15	X	16804636
cg22917487	NA	CX3CR1	3	39322103
cg22918700	0.724751698491791	FITM1	14	24600067
cg22919370	0.0678175673350448	HIST1H3I	6	27840212
cg22919728	0.124462167029564	CHST13	3	126242490
cg22920417	0.253828422718467		18	74401671
cg22920538	0.00715405990971102	UROD;HECTD3	1	45476463
cg22920873	0.00678013203240099	C7orf55	7	139025153
cg22925006	0.0440466987106656	ATP6V1C1	8	104033618
cg22925639	0.896080225641472	CHRNA1	2	175628739
cg22926560	0.0571301402858145	PFKFB2	1	207226769
cg22927043	0.0277531914442265	NPPB	1	11919699
cg22927134	0.669249856557732	CHRM5	15	34349252
cg22927153	0.049998409890519	NA	NA	0
cg22930187	0.0699916605499376	ARTN	1	44398959
cg22931889	0.496090160586801	NA	NA	0
cg22932215	0.0423741642859115	COPS7B	2	232651635
cg22932819	0.961376091118386	GPNMB	7	23285742
cg22933847	0.439478272816766	MRGPRF	11	68780136
cg22936016	0.16328119161012	FSIP1	15	40075187
cg22937320	0.490823052772905	FAM154A	9	19032778
cg22937804	0.73745069566653	C2orf53	2	27361879
cg22938407	0.0366682650057118	CEP72	5	612277
cg22939715	0.00680131035645314	FAM189B	1	155225375
cg22940152	0.243530093828265	NCRNA00176	20	62669102
cg22940789	0.0145682538832163	DCLK1	13	36704709
cg22940988	0.822187988225632	AAGAB	15	67538446
cg22941086	0.947155646073979	C12orf40	12	40019883
cg22946150	0.0127553600973242	SH3GL3	15	84116107
cg22946876	0.0222270589863185	RASSF8	12	26111213
cg22947000	0.100352995843662	BCMO1	16	81272281
cg22949637	0.0178931620356661	PRPF38B	1	109234813
cg22950347	0.0125394179361258	C13orf23;NHLRC3	13	39611764
cg22950391	0.0155231731411186	ZNF192	6	28109938
cg22951794	0.270085291952876	NA	NA	0
cg22954265	0.854000597758433		20	29520583
cg22954818	0.817411556275943	APOBEC3A	22	39354115
cg22956254	NA	GDF3	12	7848647
cg22956315	0.010702548965905	TTC1	5	159435973
cg22956483	0.157817256250476	INS-IGF2;IGF2	11	2154432
cg22956956	0.0361143014730407	TFRC	3	195809355
cg22957381	0.0105039487228379	KCND3	1	112532078
cg22959932	0.816961108637221	C3orf32	3	8693706
cg22960185	0.0231566500971846	TMEM38A	19	16772516
cg22960284	NA	PYGL	14	51411624
cg22960501	0.0181679994285815	IKBKB	8	42128498
cg22960952	0.490109321946201	C4orf26	4	76481169
cg22963452	NA	IFITM1	11	312766
cg22967016	0.0320943123192919	MICAL2	11	12131739
cg22967284	0.0272704919306988	SLIT1	10	98945892
cg22967298	0.0271991147450008	PCNP	3	101292860
cg22968401	0.162307826736281	PIPOX	17	27370009
cg22968727	0.0163872648640556	RPL11	1	24018140
cg22970435	0.220735968624269	SPATS1	6	44310228
cg22971191	0.407246353945455	SLC10A2	13	103719706
cg22972055	0.337084360093294	UNC84A	7	872293
cg22973038	0.0122645960929162	TUFM	16	28857255
cg22973042	0.238987874559551	AKT2	19	40790591
cg22974215	0.0181635190250306	B3GAT3	11	62389777
cg22975568	NA	CD74	5	149793436
cg22975712	0.786963945716353	GALR3	22	38218945
cg22975913	0.0761129452767342	WIT1;WT1	11	32457727
cg22978941	0.0122483963845875	UNG	12	109535460
cg22979433	0.252499872566612	RNU5E;RNU5D;CKMT2	5	80528609
cg22980079	0.764746002370555	FAM193A	4	2627118
cg22980351	0.434655793063917	DCAF12L1	X	125687039
cg22981461	0.0208119588990184	OTUB2	14	94492474
cg22982528	0.0105234725818534	BRWD1	21	40686185
cg22983092	0.941453916577163	KRT25	17	38911538
cg22983460	0.400317243383392	SUV39H1	X	48554902
cg22983529	0.0217756366233653	GNG11	7	93551132
cg22983885	NA	C1orf128	1	24104423
cg22984277	0.821199634764061	NA	NA	0
cg22984616	0.0228790700689015	BAG2	6	57037535
cg22986077	0.636148234451399	C11orf67;RSF1	11	77533213
cg22986271	0.0398003621119441	SACM1L	3	45730975
cg22986999	0.393245547760297	MRGPRF	11	68781976
cg22988566	0.814036268708562	WFDC10B;WFDC13	20	44334869
cg22991148	0.0334608665902596	C21orf29	21	46131099
cg22992570	0.01363122106042	ACER3	11	76572061
cg22994720	0.0128977426408705	CHRDL2	11	74441988
cg22995106	0.110792382312062	SF3B3;COG4	16	70558876
cg22995176	0.0608746139940307	UPK3B	7	76139470
cg22996555	NA	MOGS	2	74692183
cg22997415	NA	OVGP1	1	111971020
cg22997490	0.0594138657666354	NA	NA	0
cg22998811	0.0421665069088217	ZNF563	19	12444541
cg22998840	NA	TCEAL3	X	102862559
cg23001457	0.55993016637029	MRGPRX1	11	18956283
cg23001650	0.0610654547504365	B4GALT2	1	44444603
cg23002761	0.00861364416999098	FBLIM1	1	16085642
cg23002907	0.0107881168337007	RBMS2	12	56915593
